,no_of_images,ch_in,dim_in_row,dim_in_column,ch_out,dim_out_row,dim_out_column,filter_row,filter_column,feature_map_memory,filter_coefficient_memory,macs,comp,activation,input_map_bytes,output_map_bytes,fitler_coeff_bytes,input_map_location,output_map_location,fitler_location,input_data_movement*1000000.0,output_data_movement*1000000.0,filter_data_movement*1000000.0,total_data_movement*1000000.0,matrix_compute_time*1000000.0,vector_compute_time*1000000.0,total_compute_time*1000000.0,serial*1000000.0,parallel*1000000.0
Const,10.0,3.0,224.0,224.0,3.0,224.0,224.0,0.0,0.0,301056.0,3.0,0.0,150528.0,150528.0,150528.0,150528.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0003,0.0003
InceptionV3/Conv2d_1a_3x3/,10.0,3.0,224.0,224.0,32.0,111.0,111.0,3.0,3.0,1756160.0,896.0,43352064.0,150528.0,394272.0,150528.0,394272.0,896.0,0.0,0.0,1.0,0.0,0.0,0.0896,0.0896,193.536,0.0,193.536,193.6256,193.536
InceptionV3/InceptionV3/Conv2d_1a_3x3/BiasAdd,10.0,32.0,111.0,111.0,32.0,111.0,111.0,0.0,0.0,788544.0,32.0,0.0,394272.0,394272.0,394272.0,394272.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0032,0.0032,0.0,0.0,0.0,0.0032,0.0032
InceptionV3/InceptionV3/Conv2d_1a_3x3/Relu,10.0,32.0,111.0,111.0,32.0,111.0,111.0,0.0,0.0,788544.0,32.0,0.0,394272.0,394272.0,394272.0,394272.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0032,0.0032,0.0,0.0,0.0,0.0032,0.0032
InceptionV3/Conv2d_2a_3x3/,10.0,32.0,111.0,111.0,32.0,109.0,109.0,3.0,3.0,788544.0,9248.0,113550340.0,394272.0,380192.0,394272.0,380192.0,9248.0,0.0,0.0,1.0,0.0,0.0,0.9248,0.9248,1022.976,0.0,1022.976,1023.9008,1022.976
InceptionV3/InceptionV3/Conv2d_2a_3x3/BiasAdd,10.0,32.0,109.0,109.0,32.0,109.0,109.0,0.0,0.0,760384.0,32.0,0.0,380192.0,380192.0,380192.0,380192.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0032,0.0032,0.0,0.0,0.0,0.0032,0.0032
InceptionV3/InceptionV3/Conv2d_2a_3x3/Relu,10.0,32.0,109.0,109.0,32.0,109.0,109.0,0.0,0.0,760384.0,32.0,0.0,380192.0,380192.0,380192.0,380192.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0032,0.0032,0.0,0.0,0.0,0.0032,0.0032
InceptionV3/Conv2d_2b_3x3/,10.0,32.0,109.0,109.0,64.0,109.0,109.0,3.0,3.0,1140576.0,18496.0,218990600.0,380192.0,760384.0,380192.0,760384.0,18496.0,0.0,0.0,1.0,0.0,0.0,1.8496,1.8496,2009.088,0.0,2009.088,2010.9376,2009.088
InceptionV3/InceptionV3/Conv2d_2b_3x3/BiasAdd,10.0,64.0,109.0,109.0,64.0,109.0,109.0,0.0,0.0,1520768.0,64.0,0.0,760384.0,760384.0,760384.0,760384.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/InceptionV3/Conv2d_2b_3x3/Relu,10.0,64.0,109.0,109.0,64.0,109.0,109.0,0.0,0.0,1520768.0,64.0,0.0,760384.0,760384.0,760384.0,760384.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/MaxPool_3a_3x3/,10.0,64.0,109.0,109.0,64.0,54.0,54.0,3.0,3.0,1520768.0,36928.0,437981200.0,760384.0,186624.0,760384.0,186624.0,36928.0,0.0,0.0,1.0,0.0,0.0,3.6928,3.6928,0.0,437981.2,437981.2,437984.88,437981.2
InceptionV3/Conv2d_3b_1x1/,10.0,64.0,54.0,54.0,80.0,54.0,54.0,1.0,1.0,419904.0,5200.0,14929920.0,186624.0,233280.0,186624.0,233280.0,5200.0,0.0,0.0,1.0,0.0,0.0,0.52,0.52,276.48,0.0,276.48,277.0,276.48
InceptionV3/InceptionV3/Conv2d_3b_1x1/BiasAdd,10.0,80.0,54.0,54.0,80.0,54.0,54.0,0.0,0.0,466560.0,80.0,0.0,233280.0,233280.0,233280.0,233280.0,80.0,0.0,0.0,1.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.008,0.008
InceptionV3/InceptionV3/Conv2d_3b_1x1/Relu,10.0,80.0,54.0,54.0,80.0,54.0,54.0,0.0,0.0,466560.0,80.0,0.0,233280.0,233280.0,233280.0,233280.0,80.0,0.0,0.0,1.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.008,0.008
InceptionV3/Conv2d_4a_3x3/,10.0,80.0,54.0,54.0,192.0,52.0,52.0,3.0,3.0,793152.0,138432.0,403107840.0,233280.0,519168.0,233280.0,519168.0,138432.0,0.0,0.0,1.0,0.0,0.0,13.8432,13.8432,7464.96,0.0,7464.96,7478.803,7464.96
InceptionV3/InceptionV3/Conv2d_4a_3x3/BiasAdd,10.0,192.0,52.0,52.0,192.0,52.0,52.0,0.0,0.0,1038336.0,192.0,0.0,519168.0,519168.0,519168.0,519168.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0192,0.0192,0.0,0.0,0.0,0.0192,0.0192
InceptionV3/InceptionV3/Conv2d_4a_3x3/Relu,10.0,192.0,52.0,52.0,192.0,52.0,52.0,0.0,0.0,1038336.0,192.0,0.0,519168.0,519168.0,519168.0,519168.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0192,0.0192,0.0,0.0,0.0,0.0192,0.0192
InceptionV3/MaxPool_5a_3x3/,10.0,192.0,52.0,52.0,192.0,25.0,25.0,3.0,3.0,1038336.0,331968.0,897122300.0,519168.0,120000.0,519168.0,120000.0,331968.0,0.0,0.0,1.0,0.0,0.0,33.1968,33.1968,0.0,897122.3,897122.3,897155.5,897122.3
InceptionV3/Mixed_5b/Branch_0/Conv2d_0a_1x1/,10.0,192.0,25.0,25.0,64.0,25.0,25.0,1.0,1.0,160000.0,12352.0,7680000.0,120000.0,40000.0,120000.0,40000.0,12352.0,0.0,0.0,1.0,0.0,0.0,1.2352,1.2352,307.2,0.0,307.2,308.4352,307.2
InceptionV3/InceptionV3/Mixed_5b/Branch_0/Conv2d_0a_1x1/BiasAdd,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/InceptionV3/Mixed_5b/Branch_0/Conv2d_0a_1x1/Relu,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/Mixed_5b/Branch_1/Conv2d_0a_1x1/,10.0,64.0,25.0,25.0,48.0,25.0,25.0,1.0,1.0,70000.0,3120.0,1920000.0,40000.0,30000.0,40000.0,30000.0,3120.0,0.0,0.0,1.0,0.0,0.0,0.312,0.312,76.8,0.0,76.8,77.112,76.8
InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0a_1x1/BiasAdd,10.0,48.0,25.0,25.0,48.0,25.0,25.0,0.0,0.0,60000.0,48.0,0.0,30000.0,30000.0,30000.0,30000.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0048,0.0048,0.0,0.0,0.0,0.0048,0.0048
InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0a_1x1/Relu,10.0,48.0,25.0,25.0,48.0,25.0,25.0,0.0,0.0,60000.0,48.0,0.0,30000.0,30000.0,30000.0,30000.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0048,0.0048,0.0,0.0,0.0,0.0048,0.0048
InceptionV3/Mixed_5b/Branch_1/Conv2d_0b_5x5/,10.0,48.0,25.0,25.0,64.0,25.0,25.0,5.0,5.0,70000.0,76864.0,48000000.0,30000.0,40000.0,30000.0,40000.0,76864.0,0.0,0.0,1.0,0.0,0.0,7.6864,7.6864,1920.0,0.0,1920.0,1927.6864,1920.0
InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0b_5x5/BiasAdd,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0b_5x5/Relu,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/Mixed_5b/Branch_2/Conv2d_0a_1x1/,10.0,64.0,25.0,25.0,64.0,25.0,25.0,1.0,1.0,80000.0,4160.0,2560000.0,40000.0,40000.0,40000.0,40000.0,4160.0,0.0,0.0,1.0,0.0,0.0,0.416,0.416,102.4,0.0,102.4,102.816,102.4
InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0a_1x1/BiasAdd,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0a_1x1/Relu,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/Mixed_5b/Branch_2/Conv2d_0b_3x3/,10.0,64.0,25.0,25.0,96.0,25.0,25.0,3.0,3.0,100000.0,55392.0,34560000.0,40000.0,60000.0,40000.0,60000.0,55392.0,0.0,0.0,1.0,0.0,0.0,5.5392,5.5392,1382.4,0.0,1382.4,1387.9392,1382.4
InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0b_3x3/BiasAdd,10.0,96.0,25.0,25.0,96.0,25.0,25.0,0.0,0.0,120000.0,96.0,0.0,60000.0,60000.0,60000.0,60000.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0096,0.0096,0.0,0.0,0.0,0.0096,0.0096
InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0b_3x3/Relu,10.0,96.0,25.0,25.0,96.0,25.0,25.0,0.0,0.0,120000.0,96.0,0.0,60000.0,60000.0,60000.0,60000.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0096,0.0096,0.0,0.0,0.0,0.0096,0.0096
InceptionV3/Mixed_5b/Branch_2/Conv2d_0c_3x3/,10.0,96.0,25.0,25.0,96.0,25.0,25.0,3.0,3.0,120000.0,83040.0,51840000.0,60000.0,60000.0,60000.0,60000.0,83040.0,0.0,0.0,1.0,0.0,0.0,8.304,8.304,2073.6,0.0,2073.6,2081.904,2073.6
InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0c_3x3/BiasAdd,10.0,96.0,25.0,25.0,96.0,25.0,25.0,0.0,0.0,120000.0,96.0,0.0,60000.0,60000.0,60000.0,60000.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0096,0.0096,0.0,0.0,0.0,0.0096,0.0096
InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0c_3x3/Relu,10.0,96.0,25.0,25.0,96.0,25.0,25.0,0.0,0.0,120000.0,96.0,0.0,60000.0,60000.0,60000.0,60000.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0096,0.0096,0.0,0.0,0.0,0.0096,0.0096
InceptionV3/Mixed_5b/Branch_3/Conv2d_0b_1x1/,10.0,96.0,25.0,25.0,32.0,25.0,25.0,1.0,1.0,80000.0,3104.0,1920000.0,60000.0,20000.0,60000.0,20000.0,3104.0,0.0,0.0,1.0,0.0,0.0,0.3104,0.3104,76.8,0.0,76.8,77.1104,76.8
InceptionV3/InceptionV3/Mixed_5b/Branch_3/Conv2d_0b_1x1/BiasAdd,10.0,32.0,25.0,25.0,32.0,25.0,25.0,0.0,0.0,40000.0,32.0,0.0,20000.0,20000.0,20000.0,20000.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0032,0.0032,0.0,0.0,0.0,0.0032,0.0032
InceptionV3/InceptionV3/Mixed_5b/Branch_3/Conv2d_0b_1x1/Relu,10.0,32.0,25.0,25.0,32.0,25.0,25.0,0.0,0.0,40000.0,32.0,0.0,20000.0,20000.0,20000.0,20000.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0032,0.0032,0.0,0.0,0.0,0.0032,0.0032
InceptionV3/Mixed_5c/Branch_0/Conv2d_0a_1x1/,10.0,32.0,25.0,25.0,64.0,25.0,25.0,1.0,1.0,60000.0,2112.0,1280000.0,20000.0,40000.0,20000.0,40000.0,2112.0,0.0,0.0,1.0,0.0,0.0,0.2112,0.2112,51.2,0.0,51.2,51.4112,51.2
InceptionV3/InceptionV3/Mixed_5c/Branch_0/Conv2d_0a_1x1/BiasAdd,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/InceptionV3/Mixed_5c/Branch_0/Conv2d_0a_1x1/Relu,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/Mixed_5c/Branch_1/Conv2d_0b_1x1/,10.0,64.0,25.0,25.0,48.0,25.0,25.0,1.0,1.0,70000.0,3120.0,1920000.0,40000.0,30000.0,40000.0,30000.0,3120.0,0.0,0.0,1.0,0.0,0.0,0.312,0.312,76.8,0.0,76.8,77.112,76.8
InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv2d_0b_1x1/BiasAdd,10.0,48.0,25.0,25.0,48.0,25.0,25.0,0.0,0.0,60000.0,48.0,0.0,30000.0,30000.0,30000.0,30000.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0048,0.0048,0.0,0.0,0.0,0.0048,0.0048
InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv2d_0b_1x1/Relu,10.0,48.0,25.0,25.0,48.0,25.0,25.0,0.0,0.0,60000.0,48.0,0.0,30000.0,30000.0,30000.0,30000.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0048,0.0048,0.0,0.0,0.0,0.0048,0.0048
InceptionV3/Mixed_5c/Branch_1/Conv_1_0c_5x5/,10.0,48.0,25.0,25.0,64.0,25.0,25.0,5.0,5.0,70000.0,76864.0,48000000.0,30000.0,40000.0,30000.0,40000.0,76864.0,0.0,0.0,1.0,0.0,0.0,7.6864,7.6864,0.0,48000.0,48000.0,48007.688,48000.0
InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv_1_0c_5x5/BiasAdd,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv_1_0c_5x5/Relu,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/Mixed_5c/Branch_2/Conv2d_0a_1x1/,10.0,64.0,25.0,25.0,64.0,25.0,25.0,1.0,1.0,80000.0,4160.0,2560000.0,40000.0,40000.0,40000.0,40000.0,4160.0,0.0,0.0,1.0,0.0,0.0,0.416,0.416,102.4,0.0,102.4,102.816,102.4
InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0a_1x1/BiasAdd,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0a_1x1/Relu,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/Mixed_5c/Branch_2/Conv2d_0b_3x3/,10.0,64.0,25.0,25.0,96.0,25.0,25.0,3.0,3.0,100000.0,55392.0,34560000.0,40000.0,60000.0,40000.0,60000.0,55392.0,0.0,0.0,1.0,0.0,0.0,5.5392,5.5392,1382.4,0.0,1382.4,1387.9392,1382.4
InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0b_3x3/BiasAdd,10.0,96.0,25.0,25.0,96.0,25.0,25.0,0.0,0.0,120000.0,96.0,0.0,60000.0,60000.0,60000.0,60000.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0096,0.0096,0.0,0.0,0.0,0.0096,0.0096
InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0b_3x3/Relu,10.0,96.0,25.0,25.0,96.0,25.0,25.0,0.0,0.0,120000.0,96.0,0.0,60000.0,60000.0,60000.0,60000.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0096,0.0096,0.0,0.0,0.0,0.0096,0.0096
InceptionV3/Mixed_5c/Branch_2/Conv2d_0c_3x3/,10.0,96.0,25.0,25.0,96.0,25.0,25.0,3.0,3.0,120000.0,83040.0,51840000.0,60000.0,60000.0,60000.0,60000.0,83040.0,0.0,0.0,1.0,0.0,0.0,8.304,8.304,2073.6,0.0,2073.6,2081.904,2073.6
InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0c_3x3/BiasAdd,10.0,96.0,25.0,25.0,96.0,25.0,25.0,0.0,0.0,120000.0,96.0,0.0,60000.0,60000.0,60000.0,60000.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0096,0.0096,0.0,0.0,0.0,0.0096,0.0096
InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0c_3x3/Relu,10.0,96.0,25.0,25.0,96.0,25.0,25.0,0.0,0.0,120000.0,96.0,0.0,60000.0,60000.0,60000.0,60000.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0096,0.0096,0.0,0.0,0.0,0.0096,0.0096
InceptionV3/Mixed_5c/Branch_3/Conv2d_0b_1x1/,10.0,96.0,25.0,25.0,64.0,25.0,25.0,1.0,1.0,100000.0,6208.0,3840000.0,60000.0,40000.0,60000.0,40000.0,6208.0,0.0,0.0,1.0,0.0,0.0,0.6208,0.6208,153.6,0.0,153.6,154.2208,153.6
InceptionV3/InceptionV3/Mixed_5c/Branch_3/Conv2d_0b_1x1/BiasAdd,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/InceptionV3/Mixed_5c/Branch_3/Conv2d_0b_1x1/Relu,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/Mixed_5d/Branch_0/Conv2d_0a_1x1/,10.0,64.0,25.0,25.0,64.0,25.0,25.0,1.0,1.0,80000.0,4160.0,2560000.0,40000.0,40000.0,40000.0,40000.0,4160.0,0.0,0.0,1.0,0.0,0.0,0.416,0.416,102.4,0.0,102.4,102.816,102.4
InceptionV3/InceptionV3/Mixed_5d/Branch_0/Conv2d_0a_1x1/BiasAdd,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/InceptionV3/Mixed_5d/Branch_0/Conv2d_0a_1x1/Relu,10.0,64.0,25.0,25.0,64.0,25.0,25.0,0.0,0.0,80000.0,64.0,0.0,40000.0,40000.0,40000.0,40000.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0064,0.0064,0.0,0.0,0.0,0.0064,0.0064
InceptionV3/Mixed_5d/Branch_1/Conv2d_0a_1x1/,10.0,64.0,25.0,25.0,48.0,25.0,25.0,1.0,1.0,70000.0,3120.0,1920000.0,40000.0,30000.0,40000.0,30000.0,3120.0,0.0,0.0,1.0,0.0,0.0,0.312,0.312,76.8,0.0,76.8,77.112,76.8
